smiles,pka__fraction_neutral,pka__logd_estimate,pka__most_acidic_pka,pka__most_basic_pka,pka__num_acidic_sites,pka__num_basic_sites,pka__num_ionizable_sites,rdkit__ExactMolWt,rdkit__FractionCSP3,rdkit__HeavyAtomCount,rdkit__HeavyAtomMolWt,rdkit__LabuteASA,rdkit__MaxAbsPartialCharge,rdkit__MaxPartialCharge,rdkit__MinAbsPartialCharge,rdkit__MinPartialCharge,rdkit__MolLogP,rdkit__MolWt,rdkit__NHOHCount,rdkit__NOCount,rdkit__NumAliphaticCarbocycles,rdkit__NumAliphaticHeterocycles,rdkit__NumAliphaticRings,rdkit__NumAromaticCarbocycles,rdkit__NumAromaticHeterocycles,rdkit__NumAromaticRings,rdkit__NumHAcceptors,rdkit__NumHDonors,rdkit__NumHeteroatoms,rdkit__NumRotatableBonds,rdkit__NumSaturatedCarbocycles,rdkit__NumSaturatedHeterocycles,rdkit__NumSaturatedRings,rdkit__RingCount,rdkit__TPSA,rdkit__qed
CN(C)[C@@H]1C(=O)/C(=C(/O)NCN2CCCC(C(=O)O)C2)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,0.0,-5.3245,3.6398,8.9666,7,2,9,585.2322443199998,0.5172413793103449,42.0,550.3300000000003,240.9035615094994,0.5071758794651704,0.3072965531807712,0.3072965531807712,-0.5071758794651704,0.0140000000000018,585.6100000000002,7.0,13.0,3.0,1.0,4.0,1.0,0.0,1.0,12.0,7.0,13.0,5.0,2.0,1.0,3.0,5.0,208.17,0.1053190156906776
CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1,0.2971,3.3103,,7.774,0,2,2,316.05751064400005,0.1875,19.0,300.094,122.470634122151,0.3057153713488985,0.0345941297995552,0.0345941297995552,-0.3057153713488985,3.8374000000000015,317.23,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,2.0,16.130000000000003,0.8516726555149139
O=C1CCC2CCC(=O)N12,1.0,0.2978,,,0,0,0,139.063328528,0.7142857142857143,10.0,130.08199999999997,59.00011927744165,0.2794939336698717,0.2290025811698591,0.2290025811698591,-0.2794939336698717,0.2978,139.154,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,37.38,0.4524329887558757
CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,0.9996,3.2927,,4.039,0,1,1,302.062218904,0.125,21.0,290.64000000000004,126.22791451553336,0.313199903663191,0.2479172978173799,0.2479172978173799,-0.313199903663191,3.292900000000002,302.73600000000005,0.0,3.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,3.0,32.67,0.7953754116327587
N#CCCN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21,0.9966,2.8937,11.5411,4.9187,1,1,2,357.068032556,0.1666666666666666,25.0,344.66800000000006,148.14461217799132,0.3641261252387324,0.2783490198417838,0.2783490198417838,-0.3641261252387324,2.8951800000000008,357.772,1.0,5.0,0.0,1.0,1.0,2.0,0.0,2.0,4.0,1.0,7.0,3.0,0.0,0.0,0.0,3.0,76.69,0.9171302539996772
COCN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,0.9998,2.3826,,3.648,0,1,1,325.10625596,0.1764705882352941,24.0,310.20400000000006,137.89057595212876,0.363889267819557,0.2697573546814947,0.2697573546814947,-0.363889267819557,2.3827,325.32400000000007,0.0,7.0,0.0,1.0,1.0,2.0,0.0,2.0,5.0,0.0,7.0,4.0,0.0,0.0,0.0,3.0,85.03999999999999,0.6378785767590403
O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO,0.9962,1.9722,11.594,4.9703,2,1,3,348.067698208,0.1764705882352941,24.0,334.6490000000001,142.18132413432198,0.3945177338260214,0.2783966502661519,0.2783966502661519,-0.3945177338260214,1.9738,348.7610000000001,2.0,5.0,0.0,1.0,1.0,2.0,0.0,2.0,4.0,2.0,7.0,3.0,0.0,0.0,0.0,3.0,73.13,0.8904019253267632
CN1Cc2c(C(=O)OC(C)(C)C)ncn2-c2ccsc2C1=O,1.0,2.4747,,2.6193,0,1,1,319.099062404,0.4,22.0,302.25,131.87776934597002,0.4551917782723595,0.35893419212662,0.35893419212662,-0.4551917782723595,2.4747000000000003,319.3860000000001,0.0,6.0,0.0,1.0,1.0,0.0,2.0,2.0,6.0,0.0,7.0,1.0,0.0,0.0,0.0,3.0,64.43,0.7575451593759506
CC1CN(CCCn2c3ccccc3c3ccccc32)CC(C)N1,0.0186,2.1368,,9.1218,0,3,3,321.22049786400004,0.4285714285714285,24.0,294.252,143.80220782042866,0.3404256742840208,0.0490854438542309,0.0490854438542309,-0.3404256742840208,3.866800000000003,321.46800000000013,1.0,3.0,0.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,4.0,0.0,1.0,1.0,4.0,20.2,0.78708011792911
COCC1CN(c2ccc(OCc3cccc(C#N)c3)cc2)C(=O)O1,1.0,3.1089,,,0,0,0,338.12665705599994,0.2631578947368421,25.0,320.21900000000005,145.6918321130445,0.488913952314501,0.4143345654571732,0.4143345654571732,-0.488913952314501,3.108880000000002,338.36300000000006,0.0,6.0,0.0,1.0,1.0,2.0,0.0,2.0,5.0,0.0,6.0,6.0,0.0,1.0,1.0,3.0,71.79,0.8091238644914097
OC(CCCN1CCc2c(c3cc(F)ccc3n2-c2ccc(F)cc2)C1)c1ccc(F)cc1,0.1121,4.9692,13.8487,8.2989,1,2,3,450.19189808,0.2592592592592592,33.0,425.3040000000002,190.24582524939493,0.3884207095397987,0.1234705412805194,0.1234705412805194,-0.3884207095397987,5.919700000000005,450.5040000000001,1.0,3.0,0.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,6.0,6.0,0.0,0.0,0.0,5.0,28.4,0.3950579064576884
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,1.0,0.5344,,2.3727,0,2,2,247.062676896,0.625,16.0,234.172,93.17326768432252,0.3578576802137108,0.3423775968177724,0.3423775968177724,-0.3578576802137108,0.5344200000000001,247.276,0.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,8.0,5.0,0.0,0.0,0.0,1.0,95.1,0.5584635043283493
Oc1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1,0.0304,3.4679,9.9526,8.903,2,2,4,346.204513452,0.3043478260869565,26.0,320.2660000000001,154.52243454456593,0.5079413894896126,0.115838133262208,0.115838133262208,-0.5079413894896126,4.9855000000000045,346.4740000000001,2.0,3.0,0.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,6.0,0.0,0.0,0.0,4.0,39.26,0.6175765189252179
CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,0.0096,-1.3814,13.7877,9.412,3,1,4,309.194008344,0.6470588235294118,22.0,282.19,131.4860438940334,0.4905466186270664,0.1225012679343866,0.1225012679343866,-0.4905466186270664,0.6347999999999998,309.406,4.0,5.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,2.0,81.95,0.641468123492022
CN1CCC(=C2c3ccccc3C(O)c3ccccc32)CC1,0.0134,1.7361,13.3307,9.2672,1,1,2,291.162314292,0.3,22.0,270.22599999999994,131.26083632389054,0.3836141207450452,0.1052451071799094,0.1052451071799094,-0.3836141207450452,3.609200000000002,291.3940000000001,1.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,4.0,23.47,0.8012883234644445
NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,0.996,0.2623,9.8469,4.0556,2,1,3,290.039498928,0.4,18.0,276.254,106.50661657560042,0.2702516383486325,0.2375477112910461,0.2375477112910461,-0.2702516383486325,0.2639999999999998,290.366,2.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,8.0,2.0,0.0,1.0,1.0,2.0,97.54,0.8446185744476145
CO[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@H](C(C)N)CC[C@H]2N)[C@H](O)[C@@H]1N(C)C(=O)CN,0.0065,-5.7744,12.7434,9.5862,2,4,6,405.2587338400001,0.9411764705882352,28.0,370.2160000000001,164.77668430232748,0.3885992789479482,0.2359820169688033,0.2359820169688033,-0.3885992789479482,-3.585399999999993,405.49600000000015,10.0,11.0,1.0,1.0,2.0,0.0,0.0,0.0,10.0,6.0,11.0,6.0,1.0,1.0,2.0,2.0,192.54,0.2571851720348717
C[C@H]1c2ccccc2[C@@H](CCCN(C)C)c2cc(C(F)(F)F)ccc21,0.0064,3.4527,,9.5888,0,1,1,347.186084428,0.4285714285714285,25.0,323.232,147.02358508058327,0.4159201935610835,0.4159201935610835,0.3093993666181995,-0.3093993666181995,5.644300000000006,347.4239999999999,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,3.24,0.6912403300796616
CC(=O)N1CCN(C(=O)Cc2ccc([N+](=O)[O-])cc2)[C@@H](CN2CC[C@H](O)C2)C1,0.3655,-0.1739,13.8816,7.6396,1,1,2,390.190319932,0.5789473684210527,28.0,364.23200000000014,163.21374298498787,0.3917448939686008,0.2689422459050935,0.2689422459050935,-0.3917448939686008,0.2632000000000006,390.4400000000002,1.0,9.0,0.0,2.0,2.0,1.0,0.0,1.0,6.0,1.0,9.0,5.0,0.0,2.0,2.0,3.0,107.23,0.5710028680835916
CN1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1,0.0262,1.1923,,8.9705,0,2,2,369.13746778,0.6111111111111112,24.0,345.12400000000014,153.84660174961502,0.3355646485450588,0.2268758159488629,0.2268758159488629,-0.3355646485450588,2.774300000000001,370.3240000000002,0.0,4.0,0.0,2.0,2.0,1.0,0.0,1.0,3.0,0.0,6.0,4.0,0.0,2.0,2.0,3.0,26.79,0.8156628879394056
CC(=O)N1CCN(C(=O)Cc2ccc([S@@](C)=O)cc2)[C@@H](CN2CC[C@H](O)C2)C1,0.3486,-0.3653,13.8963,7.6715,1,1,2,407.187877408,0.6,28.0,378.3040000000002,168.2999635804606,0.3917448939686008,0.22690964863086,0.22690964863086,-0.3917448939686008,0.0924000000000009,407.5360000000002,1.0,7.0,0.0,2.0,2.0,1.0,0.0,1.0,5.0,1.0,8.0,5.0,0.0,2.0,2.0,3.0,81.16000000000001,0.7484423317793247
CC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CC[C@@H](O)C2)C1,0.3761,1.2371,13.8726,7.6198,1,1,2,413.12729702,0.5789473684210527,27.0,389.1330000000002,169.16729971625142,0.3917448939686008,0.2269105658219095,0.2269105658219095,-0.3917448939686008,1.6617999999999995,414.33300000000025,1.0,6.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,1.0,8.0,4.0,0.0,2.0,2.0,3.0,64.09,0.814382349532743
OC(C1=NCCN1)(c1ccc(Cl)cc1)c1ccccn1,0.0093,-0.0595,10.3063,9.4275,1,2,3,287.08253974800004,0.2,20.0,273.638,121.70476725911055,0.3719309617245465,0.1888644689276506,0.1888644689276506,-0.3719309617245465,1.9726,287.75,2.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,5.0,3.0,0.0,0.0,0.0,3.0,57.510000000000005,0.907388183732892
CCCCSc1ccc(C(SCCN(C)C)c2ccccc2)cc1,0.0529,4.6862,,8.6532,0,1,1,359.17414192800004,0.4285714285714285,24.0,330.3720000000001,155.7790300760643,0.3085797891360304,0.0546546193899199,0.0546546193899199,-0.3085797891360304,5.963000000000006,359.604,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,3.0,10.0,0.0,0.0,0.0,2.0,3.24,0.3802992091344336
CN(C)CCOC(c1ccccc1)c1ccccc1C(C)(C)C,0.1101,3.6934,,8.3077,0,1,1,311.224914548,0.4285714285714285,23.0,282.237,140.64635525484076,0.3674487681630361,0.1078822070506592,0.1078822070506592,-0.3674487681630361,4.651700000000004,311.4690000000001,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,2.0,12.47,0.7695984939686359
CNCCOC(c1ccccc1)c1ccccc1C,0.0251,1.7199,,8.9895,0,1,1,255.162314292,0.2941176470588235,19.0,234.193,114.97661531065896,0.367459001947584,0.1078511803191363,0.1078511803191363,-0.367459001947584,3.320420000000002,255.361,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,6.0,0.0,0.0,0.0,2.0,21.26,0.7994994906582641
CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,0.0871,1.7475,11.4765,8.4204,1,1,2,327.18344366,0.35,24.0,302.224,143.2371689926839,0.4616675983613165,0.3472351186398088,0.3472351186398088,-0.4616675983613165,2.807500000000001,327.42400000000004,1.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,1.0,4.0,8.0,0.0,0.0,0.0,2.0,49.77,0.7576131371191168
CC1(C)S[C@@H]2[C@H](NC(=O)c3nc4ccccc4nc3C(=O)O)C(=O)N2[C@H]1C(=O)O,0.0,-4.7615,2.0652,2.8421,3,2,5,416.0790552319999,0.3333333333333333,29.0,400.2870000000002,167.85748423377655,0.4796728023655289,0.3565018067304829,0.3565018067304829,-0.4796728023655289,0.5732999999999998,416.4150000000002,3.0,10.0,0.0,2.0,2.0,1.0,1.0,2.0,7.0,3.0,11.0,4.0,0.0,2.0,2.0,4.0,149.79,0.6079675657345023
CCCCCC(=O)CC[C@]1(C)[C@@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2C,0.0289,3.3074,10.0334,8.9248,1,1,2,357.26677936000004,0.6956521739130435,26.0,322.25800000000004,158.33934627962404,0.507955656857961,0.1324338079726031,0.1324338079726031,-0.507955656857961,4.8460000000000045,357.5380000000002,1.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,3.0,7.0,0.0,1.0,1.0,3.0,40.54,0.7095135745474132
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,0.0118,2.1923,,9.3236,0,2,2,294.209598832,0.4,22.0,268.234,133.9218704276114,0.3407196694253168,0.0443057164954318,0.0443057164954318,-0.3407196694253168,4.121000000000003,294.442,0.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,3.0,6.48,0.8366473557753505
C=CCN1CCC23c4c5ccc(OC(C)=O)c4OC2C(OC(C)=O)C=CC3C1C5,0.6569,2.3623,,7.118,0,1,1,395.1732729,0.4782608695652174,29.0,370.25500000000017,169.65640194456543,0.4809811462702738,0.3076567166295182,0.3076567166295182,-0.4809811462702738,2.5448000000000004,395.45500000000015,0.0,6.0,2.0,2.0,4.0,1.0,0.0,1.0,6.0,0.0,6.0,4.0,0.0,1.0,1.0,5.0,65.07,0.44354185892404
Oc1ccc2c3c1OC1C(O)C=CC4C(C2)NCCC341,0.0176,-0.8981,9.422,9.1421,2,1,3,271.120843404,0.5,20.0,254.17999999999995,116.6197715346688,0.5042466595880156,0.1652428875390583,0.1652428875390583,-0.5042466595880156,0.8558999999999997,271.3160000000001,3.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,4.0,3.0,4.0,0.0,0.0,1.0,1.0,5.0,61.72,0.6124099506600832
COC1C(O)CC(=O)OC(C)C/C=C/C=C/C(OC2CCC(N(C)C)C(C)O2)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(N(C)C)C1O,0.0416,0.9444,12.2709,8.7622,4,2,6,842.5140050480001,0.8604651162790697,59.0,768.4730000000001,350.592297539335,0.4622557077065038,0.3082938351562242,0.3082938351562242,-0.4622557077065038,2.3251000000000075,843.0650000000004,4.0,16.0,0.0,4.0,4.0,0.0,0.0,0.0,16.0,4.0,16.0,11.0,0.0,3.0,3.0,4.0,195.38,0.1747493275936286
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,0.0,-4.3464,2.6825,6.6677,2,1,3,347.0939770240001,0.3125,24.0,330.26000000000005,142.43105555273704,0.4765611911664806,0.3521148806800689,0.3521148806800689,-0.4765611911664806,0.4449000000000012,347.3960000000001,4.0,7.0,0.0,2.0,2.0,1.0,0.0,1.0,5.0,3.0,8.0,4.0,0.0,1.0,1.0,3.0,112.73,0.6816125812503079
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,0.0,-4.8738,2.6118,6.6673,2,1,3,405.099456328,0.3333333333333333,28.0,386.28000000000014,164.43600711108084,0.4765594507746847,0.3522609581764045,0.3522609581764045,-0.4765594507746847,-0.0118999999999975,405.4320000000001,4.0,9.0,0.0,2.0,2.0,1.0,0.0,1.0,7.0,3.0,10.0,6.0,0.0,1.0,1.0,3.0,139.03,0.443537091472272
Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(=O)CC2,0.0009,0.3932,4.3743,4.588,1,3,4,411.1807582920001,0.217391304347826,31.0,390.3010000000001,178.92062407174765,0.2919742513711115,0.2283038611106745,0.2283038611106745,-0.2919742513711115,3.4199400000000013,411.46900000000016,1.0,8.0,0.0,1.0,1.0,2.0,2.0,4.0,6.0,1.0,8.0,4.0,0.0,0.0,0.0,5.0,100.55,0.5522261019745442
CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,0.9929,0.5952,9.5701,3.9503,3,2,5,358.956803192,0.3333333333333333,20.0,349.1560000000001,126.29806909857518,0.3666244617588041,0.2462162065770447,0.2462162065770447,-0.3666244617588041,0.5983000000000003,360.2440000000001,3.0,7.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,2.0,11.0,2.0,0.0,0.0,0.0,2.0,109.57,0.750846568027032
CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,0.0068,-1.3256,13.8156,9.5664,1,1,2,269.210327104,0.8571428571428571,19.0,242.173,115.87024108555856,0.353275916814365,0.2391709020129453,0.2391709020129453,-0.353275916814365,0.8438000000000003,269.38899999999995,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,5.0,7.0,0.0,1.0,1.0,1.0,52.650000000000006,0.7450885513951111
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,0.554,-1.9401,7.4941,2.4646,3,1,4,246.065199672,0.5555555555555556,17.0,235.106,94.0901423233518,0.3935688359787335,0.3301231428271725,0.3301231428271725,-0.3935688359787335,-1.6836,246.194,3.0,7.0,0.0,1.0,1.0,0.0,1.0,1.0,6.0,3.0,8.0,2.0,0.0,1.0,1.0,2.0,104.55,0.5776171321259124
CSc1ccc2c(c1)N(CCC1CCCNC1)c1ccccc1S2,0.002,2.6962,,10.1038,0,2,2,356.138090768,0.4,24.0,332.36800000000005,152.9522878382173,0.3395992971796987,0.0563589733170686,0.0563589733170686,-0.3395992971796987,5.400900000000004,356.55999999999995,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,4.0,1.0,4.0,4.0,0.0,1.0,1.0,4.0,15.27,0.7373825043655763
CCCOC(=O)c1cncn1C(C)c1ccccc1,0.9992,3.0588,,4.3128,0,2,2,258.136827816,0.3333333333333333,19.0,240.177,112.59199723004744,0.4609904395685194,0.3561318608998047,0.3561318608998047,-0.4609904395685194,3.059200000000001,258.321,0.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,4.0,5.0,0.0,0.0,0.0,2.0,44.12,0.7741132939477597
NNC(=O)CP(=O)(c1ccccc1)c1ccccc1,0.9922,0.987,12.0785,5.2953,1,2,3,274.08711435000004,0.0714285714285714,19.0,259.14,111.52939245534712,0.3131107332895331,0.2414130680397979,0.2414130680397979,-0.3131107332895331,0.9903999999999988,274.26000000000005,3.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,5.0,4.0,0.0,0.0,0.0,2.0,72.19,0.3778216775935064
Clc1ccc2c(c1)/C(=C/C1CN3CCC1CC3)c1ccccc1S2,0.0031,3.0641,,9.9127,0,1,1,353.10049832000004,0.3333333333333333,24.0,333.75800000000004,152.25208978480882,0.3027198583805331,0.0412470524911765,0.0412470524911765,-0.3027198583805331,5.5781000000000045,353.918,0.0,1.0,0.0,4.0,4.0,2.0,0.0,2.0,2.0,0.0,3.0,1.0,0.0,3.0,3.0,6.0,3.24,0.5615999358752686
CCCCCCOc1nsnc1C1=CCCN(C)C1,0.4816,2.8988,,7.432,0,1,1,281.156183356,0.7142857142857143,19.0,258.241,119.35049241644836,0.4754855810756872,0.2531660875296678,0.2531660875296678,-0.4754855810756872,3.2161000000000017,281.425,0.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,5.0,7.0,0.0,0.0,0.0,2.0,38.25000000000001,0.7193179399301258
CNCCC(Oc1ccccc1OC)c1ccccc1,0.0024,0.8095,,10.0142,0,1,1,271.157228912,0.2941176470588235,20.0,250.19199999999992,120.09016054016584,0.492869372673602,0.1615947788541435,0.1615947788541435,-0.492869372673602,3.424800000000002,271.36,1.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,3.0,7.0,0.0,0.0,0.0,2.0,30.49,0.8366458324643773
O=C1N=C(NC2CC2)OC1c1ccccc1,0.9921,1.389,,5.3037,0,1,1,216.089877624,0.3333333333333333,16.0,204.14399999999995,93.32964549783698,0.4464578176517931,0.2955834905947103,0.2955834905947103,-0.4464578176517931,1.3925,216.24,1.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,4.0,2.0,1.0,0.0,1.0,3.0,50.69,0.8123830050662619
O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1,0.4548,0.8813,,7.4787,0,4,4,401.1521605960001,0.4210526315789473,28.0,378.3080000000001,164.402409013034,0.3382607319823514,0.268506075296181,0.268506075296181,-0.3382607319823514,1.2234999999999998,401.4920000000001,0.0,8.0,0.0,2.0,2.0,1.0,1.0,2.0,7.0,0.0,9.0,6.0,0.0,1.0,1.0,4.0,86.71000000000001,0.6728810170743169
CN1CCc2cc(Cl)c(O)cc2[C@@H](c2cccc3c2OCC3)C1,0.2509,2.9997,8.5845,7.838,1,1,2,329.11825656,0.3684210526315789,23.0,309.66700000000003,141.00230869806674,0.5063842078290959,0.1339857361644783,0.1339857361644783,-0.5063842078290959,3.6003000000000025,329.82700000000017,1.0,3.0,0.0,2.0,2.0,2.0,0.0,2.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,4.0,32.7,0.8673700519944857
CC(=O)OCC(=O)C12N=C(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC12C,0.9954,2.6533,12.8326,5.0603,1,1,2,459.2057158999999,0.68,33.0,429.2740000000002,191.6562483414609,0.4748638877218767,0.302565349454495,0.302565349454495,-0.4748638877218767,2.6553000000000004,459.5140000000002,1.0,7.0,4.0,1.0,5.0,0.0,0.0,0.0,7.0,1.0,8.0,3.0,3.0,0.0,3.0,5.0,102.26,0.6513266937718791
CCC1(CC)O[C@@H]2C[C@H]3C4CCC5=CC(=O)C=CC5(C)[C@@]4(F)[C@@H](O)CC3(C)[C@]2(C(=O)CO)O1,1.0,3.199,12.1464,,2,0,2,462.2417670599999,0.7692307692307693,33.0,427.2780000000002,193.75857962214965,0.3897124003667193,0.1927571202206724,0.1927571202206724,-0.3897124003667193,3.199000000000003,462.5580000000003,2.0,6.0,4.0,1.0,5.0,0.0,0.0,0.0,6.0,2.0,7.0,4.0,3.0,1.0,4.0,5.0,93.06,0.6666323272132848
C=CC1O[C@@H]2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)[C@]2(C(=O)CO)O1,1.0,2.1948,12.0949,,2,0,2,432.1948168679999,0.6666666666666666,31.0,403.2560000000002,180.33909236117216,0.3897124003663256,0.1927586125616181,0.1927586125616181,-0.3897124003663256,2.1948000000000003,432.4880000000002,2.0,6.0,4.0,1.0,5.0,0.0,0.0,0.0,6.0,2.0,7.0,3.0,3.0,1.0,4.0,5.0,93.06,0.6645195633151878
C=CCONC1=Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1,0.9993,4.5813,,4.2423,0,2,2,359.05921746000007,0.1111111111111111,24.0,345.124,149.99733916430367,0.2758773840214092,0.1476668853922711,0.1476668853922711,-0.2758773840214092,4.581600000000003,360.2440000000001,1.0,4.0,0.0,1.0,1.0,2.0,0.0,2.0,4.0,1.0,6.0,4.0,0.0,0.0,0.0,3.0,45.98,0.4928055422229824
CCCC1(C)COB(c2ccc(C)cc2)OC1,1.0,2.5434,,,0,0,0,232.163460312,0.5714285714285714,17.0,210.964,104.4648033566479,0.4933957191619432,0.4933957191619432,0.406622170979571,-0.406622170979571,2.54342,232.132,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,3.0,0.0,1.0,1.0,2.0,18.46,0.7453580109268675
CCN(CC)C/C=C1/c2ccccc2Nc2cc(Cl)ccc21,0.0971,4.1576,12.7071,8.3686,1,2,3,312.139326352,0.2631578947368421,22.0,291.676,136.96062002131686,0.3544695033636952,0.0478642012664869,0.0478642012664869,-0.3544695033636952,5.170500000000005,312.84400000000005,1.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,3.0,15.27,0.7146048194272808
C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,0.9999,2.7044,11.2928,,1,0,1,352.19072011209,0.4090909090909091,26.0,326.24600000000004,154.16536240101397,0.4533938939717572,0.3476925935385439,0.3476925935385439,-0.4533938939717572,2.704500000000001,352.45400000000006,1.0,4.0,0.0,3.0,3.0,2.0,0.0,2.0,3.0,1.0,4.0,4.0,0.0,3.0,3.0,5.0,46.53,0.6797893586378044
O=C1CC(c2cccc(Br)c2)C(=O)N1,0.999,1.5788,10.3967,,1,0,1,252.973840596,0.2,14.0,246.019,89.62579441289111,0.2958812106712039,0.2341151609249958,0.2341151609249958,-0.2958812106712039,1.5792,254.083,1.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,4.0,1.0,0.0,1.0,1.0,2.0,46.17,0.7731425896640828
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cn3nnc(C)n3)CS[C@H]12)c1csc(N)n1,0.0,-6.2856,2.308,5.2566,2,4,6,479.0794066440002,0.375,32.0,462.36800000000017,188.02438800946047,0.4765601959199943,0.3521996659093069,0.3521996659093069,-0.4765601959199943,-1.190479999999997,479.5040000000001,4.0,14.0,0.0,2.0,2.0,0.0,2.0,2.0,13.0,3.0,16.0,7.0,0.0,1.0,1.0,4.0,190.81,0.245678628622322
OCCN1CCN(CCCN2c3ccccc3Sc3cc(Cl)cnc32)CC1,0.4265,2.9676,13.8368,7.5286,1,4,5,404.1437601,0.45,27.0,379.7670000000001,169.4810730440716,0.3950445544207227,0.1466796619653686,0.1466796619653686,-0.3950445544207227,3.3377000000000017,404.9670000000002,1.0,5.0,0.0,2.0,2.0,1.0,1.0,2.0,6.0,1.0,7.0,6.0,0.0,1.0,1.0,4.0,42.84,0.7960682401674561
